cnpj_basico,cnpj_ordem,matriz_filial,nome_fantasia,situacao,data_situacao,data_inicio,uf,municipio_codigo
50186569,0001,1,RM Y BANDEIRA DE SOUZA,08,20230725,20230403,RS,8511
50188170,0001,1,ATHENA ESPACO WOMAN FIT E DUO,02,20230403,20230403,MT,9819
50204672,0001,1,USINA FITNESS,02,20230404,20230404,RS,8909
50206589,0001,1,ACADEMIA ESPACO DO CORPO,08,20240918,20230404,AP,0605
50207747,0001,1,WEST HALL GYM,02,20230404,20230404,PR,7823
50211274,0001,1,PRIME FIT ACADEMIA,02,20230404,20230404,CE,1337
47025699,0003,2,,02,20230405,20230405,MG,4123
50219620,0001,1,HENRIQUE FITNESS,02,20230405,20230405,SE,3247
50225642,0001,1,WF FITNESS,02,20230405,20230405,PE,2521
50236527,0001,1,SPARTAN GYM,02,20230406,20230406,SP,6389
50237366,0001,1,ABA E PSICOLOGIA,08,20240112,20230406,SP,7107
50247744,0001,1,PILATIEI,02,20230410,20230410,GO,9221
50253990,0001,1,CENTRO DE TREINAMENTO FUNCIONAL CRISFIT,02,20230410,20230410,GO,9289
50256660,0001,1,MICHELI MARTA ACQUA,02,20230410,20230410,SC,8387
50266093,0001,1,,02,20230411,20230411,ES,5701
50266472,0001,1,POWER FITNESS,02,20230411,20230411,RS,7321
50266666,0001,1,ESTUDIO KAIROS,08,20250322,20230411,CE,1321
50269947,0001,1,RK FITNESS,08,20231030,20230411,AL,2863
50275294,0001,1,FAMILIA NO TREINO,08,20260225,20230411,SC,8039
50279864,0001,1,MONSTER FIT,02,20230411,20230411,PR,7433
50284947,0001,1,STUDIO DE PILATES LAILA GEBARA,02,20230412,20230412,SP,7107
41802767,0002,2,,08,20240317,20230412,SC,8161
50294159,0001,1,VERTICALLE,02,20230412,20230412,RS,8589
50295089,0001,1,WORLD GYM RIACHO,02,20230412,20230412,DF,9701
50305589,0001,1,PACK GYM,02,20230413,20230413,RJ,6001
50309388,0001,1,E & F BOX TRINING ACADEMIA,02,20230413,20230413,GO,9473
42309347,0007,2,,08,20241113,20230413,SP,6563
50310061,0001,1,STUDIO JUU COSTA - PERSONAL,02,20230413,20230413,MG,4501
50312814,0001,1,M P R ACADEMIA,02,20230413,20230413,AC,0651
50321316,0001,1,ACADEMIA M R,02,20230414,20230414,MG,5429
50324518,0001,1,ACADEMIA OTIMIZE FITNESS,08,20250605,20230414,ES,5699
50334134,0001,1,STUDIO LUANA MOREIRA,02,20230416,20230416,MG,4917
50341975,0001,1,,02,20230417,20230417,SP,7107
50357224,0001,1,ACADEMIA TR FITNESS,02,20230418,20230418,PE,2381
50360011,0001,1,,02,20230418,20230418,MG,4021
50360354,0001,1,CENTRO DE TREINAMENTO ES,02,20230418,20230418,ES,5647
50367105,0001,1,PANOBIANCO ACADEMIA HUMAITA,02,20230418,20230418,SP,7183
50373102,0001,1,WJ ACADEMIA,02,20230419,20230419,PB,1981
50375155,0001,1,ARENA FITNESS,02,20230419,20230419,GO,9275
50377256,0001,1,TREINART PROFITNESS,08,20231227,20230419,CE,1447
50377771,0001,1,,08,20260305,20230419,RJ,5861
50382723,0001,1,DESAFIO,02,20230419,20230419,PE,2521
50383998,0001,1,ATITUDE FITNESS FUNCIONAL,02,20230419,20230419,GO,9373
50398053,0001,1,TREINADOR JS,02,20230420,20230420,RS,8541
50411063,0001,1,EQUIPE MOURA,02,20230424,20230424,AL,0971
50411284,0001,1,BIO FIT AEROPORTO,02,20230424,20230424,SE,3105
50411609,0001,1,CROSS EXPERIENCE JD BURITIS,08,20251212,20230424,MT,8985
50413337,0001,1,STUDIO CLIN-FUNCIONAL,02,20230424,20230424,BA,3011
50424960,0001,1,SLIMFIT,02,20230424,20230424,DF,9701
48399924,0001,1,L. A. GESTAO E ASSESSORIA ESPORTIVA,02,20221025,20221025,SP,6713
50431614,0001,1,ACADEMIA SAUDE,02,20230425,20230425,RS,8873
50438025,0001,1,STUDIO SOU + PILATES,02,20230425,20230425,MG,4123
50440895,0001,1,MELCK ANDRADE STUDIO E BOX,02,20230425,20230425,ES,0760
50137422,0001,1,JL ACADEMIA,02,20230329,20230329,PI,1115
50453791,0001,1,STUDIO BRUNA MARTINS,02,20230426,20230426,SC,8327
50455166,0001,1,ACADEMIA CORPO & FORMA,02,20230426,20230426,MA,0236
50459153,0001,1,META FITT ACADEMIA,02,20230426,20230426,SC,0948
50459674,0001,1,STRONG MUSCLE GYM,02,20230426,20230426,PR,7535
50464991,0001,1,BELLAS FITNESS,08,20240613,20230427,PR,7761
50467951,0001,1,VAB CROSS,02,20230427,20230427,GO,0077
50468306,0001,1,ZEKD TREINAMENTOS,08,20250623,20230427,SC,8105
50476717,0001,1,ACADEMIA DRAGONFIT,02,20230427,20230427,MG,5091
50483228,0001,1,STUDIO LORENA ANDRADE,02,20230428,20230428,MG,5403
50505926,0001,1,ESPACO FITNESS LTDA,02,20230502,20230502,MG,5033
50507163,0001,1,SCUDETTO 'SEUS PES EM BOAS MAOS',02,20230502,20230502,SP,6109
50509580,0001,1,,02,20230502,20230502,PE,2615
50529873,0001,1,,02,20230503,20230503,RJ,6001
48353278,0002,2,LIVE ACADEMIA,08,20250205,20230503,AM,0255
47750290,0002,2,SELFIT ACADEMIAS - UNIDADE MONTESE,02,20230503,20230503,CE,1389
50534463,0001,1,,02,20230503,20230503,SP,6475
50535021,0001,1,,02,20230503,20230503,SP,6415
50541833,0001,1,,08,20231024,20230504,PE,2587
50546935,0001,1,FLOW CENTRO DE TREINAMENTO,02,20230504,20230504,BA,3391
50551146,0001,1,ESTACAO FITNESS A SUA ACADEMIA,02,20230504,20230504,PE,2591
50551493,0001,1,FLY NOW ACADEMIA,02,20230504,20230504,SP,7149
50553159,0001,1,,02,20230504,20230504,RJ,6001
50556753,0001,1,BIKE IN - CYCLE STUDIO,08,20240125,20230504,PR,7691
50560055,0001,1,CRIS TRAINING,02,20230505,20230505,MG,5155
50584847,0001,1,ARENA SUMMER PLAY,02,20230508,20230508,PE,2341
50585619,0001,1,ANTONIO MENESES PERSONAL TRAINER,02,20230508,20230508,PE,2605
50608529,0001,1,,02,20230509,20230509,CE,1343
07594978,0530,2,,02,20230510,20230510,DF,9701
50618041,0001,1,VR REPRESENTACAO,02,20230510,20230510,PA,0559
50624443,0001,1,RD PERSONAL,02,20230510,20230510,SP,6969
50628241,0001,1,,02,20230510,20230510,SP,6337
50631762,0001,1,,02,20230511,20230511,PR,7953
50644151,0001,1,,02,20230511,20230511,PR,7535
50654587,0001,1,,02,20230512,20230512,SP,6715
50655961,0001,1,CMS GYM,02,20230512,20230512,PR,7631
50669630,0001,1,IDEAL FIT ACADEMIA,02,20230515,20230515,MG,5197
50671263,0001,1,FOCUS FIT ACADEMIA,02,20230515,20230515,MA,0793
50671581,0001,1,CF 1530,02,20230515,20230515,PR,0844
50675789,0001,1,R2 SAUDE FUNCIONAL E PERFORMANCE TRINDADE,08,20251209,20230515,SC,8105
50676058,0001,1,ESPACO BIO FITINESS,04,20260608,20230515,AM,0231
50677406,0001,1,EVOLUTION ACADEMIA,02,20230515,20230515,CE,1319
50678104,0001,1,UPDATE FITNES,02,20230515,20230515,SP,7099
50679536,0001,1,NONSTOP,02,20230515,20230515,RJ,1116
50679924,0001,1,LIFE FITNESS,02,20230515,20230515,TO,9311
50708079,0001,1,ESTUDIO MOMO PILATES,02,20230517,20230517,SP,7107
50713070,0001,1,,02,20230517,20230517,SP,7115
50715346,0001,1,TRANSFORMES,02,20230517,20230517,PE,2421
50716279,0001,1,PEDRO PERSONAL,02,20230517,20230517,PE,2333
50721548,0001,1,SPACE FITNESS,02,20230518,20230518,SE,3233
50731245,0001,1,MJ FITNESS,02,20230518,20230518,SP,6293
29980209,0002,2,,02,20230518,20230518,MG,4675
50743334,0001,1,G3 STUDIO FITNESS,02,20230519,20230519,PE,2427
50745781,0001,1,OLLIVER FITNESS,02,20230519,20230519,MG,4659
50747636,0001,1,R B F STUDIO PILATES,02,20230519,20230519,SP,7107
50752576,0001,1,,02,20230520,20230520,SP,7107
50753634,0001,1,STUDIO VOLL SUZANO,02,20230520,20230520,SP,7151
47255381,0001,1,,02,20220722,20220722,SP,6853
50762714,0001,1,DS STUDIO FUNCIONAL,02,20230522,20230522,TO,9733
50765936,0001,1,STUDIO REEQUILIBRIO,02,20230522,20230522,RJ,2913
50772364,0001,1,STUDIO W,02,20230522,20230522,SC,8061
50782274,0001,1,MAMBA NEGRA CROSSTRAINING,08,20251010,20230523,SP,7079
50798203,0001,1,,02,20230524,20230524,SC,8321
41373622,0003,2,WL FITNESS,02,20230524,20230524,MA,0803
50813513,0001,1,HYPE FITNESS,02,20230525,20230525,SP,6131
48305313,0002,2,ACADEMIA ALEX ALVES,02,20230525,20230525,RN,1645
50818730,0001,1,CARNEIRO GYM,02,20230525,20230525,CE,1559
50853371,0001,1,,02,20230529,20230529,SP,7243
50857927,0001,1,NAXOS BODY BUILDING CENTER,02,20230529,20230529,SC,8105
50860803,0001,1,DC PILATES E FISIOTERAPIA,02,20230529,20230529,ES,5703
50870103,0001,1,UNDERGYM,02,20230530,20230530,PE,2381
50871026,0001,1,PRIME FIT ACADEMIA,02,20230530,20230530,PA,0471
07594978,0533,2,,08,20230719,20230530,MG,4123
34659915,0002,2,ACADEMIA HOME FITNSS,02,20230531,20230531,BA,3377
50890866,0001,1,BOX PRIME GYM,02,20230531,20230531,PI,1077
50898745,0001,1,STONG GYM LTDA,02,20230601,20230601,SP,6291
50903252,0001,1,,02,20230601,20230601,SP,7107
50905688,0001,1,,02,20230601,20230601,RS,5775
50912395,0001,1,WM FIT ACADEMIA,02,20230601,20230601,PE,2521
50918063,0001,1,NADMAIS SAUDE CENTRO DE ATIVIDADES AQUATICAS,02,20230602,20230602,SC,8391
50921015,0001,1,PDR FITNESS LTDA,02,20230602,20230602,SC,8143
50936404,0001,1,,02,20230605,20230605,RS,8917
50947568,0001,1,,02,20230605,20230605,RJ,5833
50948986,0001,1,HYPE GYM,02,20230605,20230605,RO,0015
43933772,0002,2,PUMA FITNESS,02,20230606,20230606,PR,7885
50964594,0001,1,ARENA FITNESS,02,20230606,20230606,RO,0035
50966188,0001,1,CROSS 595,02,20230606,20230606,SP,6579
50969109,0001,1,,02,20230607,20230607,MG,4767
50969784,0001,1,,02,20230607,20230607,GO,9591
50970667,0001,1,CT GALPAO CROSS,02,20230607,20230607,PE,2497
50973046,0001,1,ACADEMIA H FITNESS,02,20230607,20230607,PE,2381
51004469,0001,1,,02,20230610,20230610,PR,5453
51010868,0001,1,MM FITNESS ACADEMIA,04,20260529,20230612,CE,1389
51011837,0001,1,ACADEMIA POWER SHAPE,02,20230612,20230612,SP,7107
51018365,0001,1,AW FIT ACADEMIA,02,20230612,20230612,PB,2151
20071422,0002,2,,02,20230613,20230613,MG,5155
51021714,0001,1,ARENA FITINES,02,20230613,20230613,PI,1121
51022639,0001,1,,02,20230613,20230613,RS,8705
51026286,0001,1,,02,20230613,20230613,AM,0269
47694842,0001,1,BOX TITANS,08,20230613,20220824,CE,1389
48762684,0001,1,ESPACO FITNESS ACADEMIA,02,20221130,20221130,RN,1651
51027956,0001,1,BLS ATIVIDADES ESPORTIVAS,08,20240419,20230613,DF,9701
51029751,0001,1,STUDIO PERSONAL CARLOS BETINHO,02,20230613,20230613,RN,1761
50206385,0001,1,XINDAO,02,20230404,20230404,RJ,6001
51044579,0001,1,,02,20230614,20230614,SP,7107
50311136,0001,1,ON FITNESS ACADEMIA,02,20230413,20230413,PI,1039
51068100,0001,1,ESPACO SAUDE,02,20230615,20230615,PA,0561
51071655,0001,1,MOROFIT,02,20230616,20230616,TO,9733
51077473,0001,1,ACADEMIA THE ONE UNIT BLUE,02,20230616,20230616,SP,6165
51078860,0001,1,STUDIO PILATES BRASIL,02,20230616,20230616,CE,1389
51090535,0001,1,RL PRO SPORTS,02,20230619,20230619,SP,7107
51092785,0001,1,MUSCLE UP,08,20241114,20230619,RJ,5865
51093885,0001,1,ACADEMIA CT PERFORMACE,02,20230619,20230619,PB,0534
51101175,0001,1,ABM ESPORTE E SAUDE,08,20240307,20230619,DF,9701
51103037,0001,1,EVIDENCE PILATES,02,20230619,20230619,SP,7107
51107138,0001,1,POSTURE TRAINING,02,20230620,20230620,MG,4595
38537610,0004,2,KS INFINIT,08,20250312,20230620,AP,0605
51113027,0001,1,,02,20230620,20230620,PR,7885
51116228,0001,1,ACADEMIA GAVIOES PALMAS FITNESS,02,20230620,20230620,TO,9733
11325336,0004,2,,02,20230620,20230620,PR,7667
51124726,0001,1,FITNESS ACADEMIA,08,20240113,20230621,BA,3757
51130547,0001,1,,02,20230621,20230621,SP,7075
51138208,0001,1,BLUEFIT,08,20240319,20230621,AM,0255
51139002,0001,1,CT JORDA,08,20231121,20230621,SP,7075
51139070,0001,1,LIDER FITNESS,02,20230621,20230621,CE,1409
51143050,0001,1,STUDIO FLEXXOR,02,20230622,20230622,RS,8869
51143800,0001,1,,02,20230622,20230622,MG,4123
51146401,0001,1,SKYFIT ITAPIRA,02,20230622,20230622,SP,6553
48148834,0001,1,MEU ESPORTE,08,20240404,20220930,AL,2785
17695331,0002,2,ARTESPORTE D V,02,20230622,20230622,RJ,5819
51154965,0001,1,SHEILA JANISECH TRAINING ACADEMY,02,20230622,20230622,GO,9309
24921465,0066,2,,02,20230530,20230530,MS,9051
51159280,0001,1,MK ACADEMIA,02,20230623,20230623,SP,7075
51161369,0001,1,ADAMAS YOGA E TERAPIAS INTEGRATIVAS,02,20230623,20230623,SC,8081
49837376,0002,2,NATURAL FITNESS,04,20260521,20230623,CE,1269
51162632,0001,1,W. FITNESS ACADEMIA,02,20230623,20230623,RO,0013
38166689,0004,2,,02,20230623,20230623,SP,7243
51167127,0001,1,IRONGYM,08,20250415,20230623,RJ,5925
51169869,0001,1,BRABA PERFORMANCE,02,20230623,20230623,SC,8001
50971128,0001,1,CT OURO FINO,02,20230607,20230607,MG,4919
51185996,0001,1,,02,20230626,20230626,SP,7107
45076422,0001,1,STUDIO ROCHA,02,20220131,20220131,DF,9701
51204065,0001,1,FORMA FIT,02,20230627,20230627,MA,0761
51213892,0001,1,TOPSIN ACADEMY BEACH TENNIS NOVA LONDRINA,02,20230628,20230628,PR,7725
51220496,0001,1,ACADEMIA DE MUSCULACAO VANFIT,02,20230628,20230628,PA,0483
51222371,0001,1,TREINO NA GARAGEM,02,20230628,20230628,SP,6927
51001027,0001,1,BULL TRAINERS,02,20230611,20230611,PR,7535
51232968,0001,1,FAVARIN POZZOBOM - SAUDE E MOVIMENTO LTDA,02,20230629,20230629,SC,8105
51240702,0001,1,ARES CROSS FORGING ELITE FITNESS,08,20250429,20230629,SP,6811
51241439,0001,1,EVOQUE ACADEMIA,02,20230629,20230629,SP,7057
51241515,0001,1,EVOQUE ACADEMIA,02,20230629,20230629,SP,6477
51241683,0001,1,EVOQUE ACADEMIA,02,20230629,20230629,SP,7077
51244081,0001,1,ACADEMIA EQUILIBRIUM,02,20230629,20230629,BA,3849
51245878,0001,1,CFSA,02,20230630,20230630,SP,7125
51246901,0001,1,JULIA RANGEL,02,20230630,20230630,SP,6547
51251548,0001,1,CMP FITNESS,02,20230630,20230630,PR,7535
51253395,0001,1,CLAUDIO JOTTA TRAINING,02,20230630,20230630,SP,7107
38207696,0002,2,ACADEMIA BARRA FORTE,02,20230630,20230630,AM,0223
51266824,0001,1,BOX EXTREME,08,20231016,20230703,RR,0301
51267712,0001,1,CORPUS FIT ACADEMIA,02,20230703,20230703,MT,9911
51269799,0001,1,ACADEMIA STILLUS - SO PARA MULHERES,08,20240926,20230703,MA,0258
51270392,0001,1,STEAGALL'S GYM,02,20230703,20230703,SP,6523
44186008,0001,1,ATHENA ACADEMIA,02,20211109,20211109,BA,3849
51278088,0001,1,CROSS EXPERIENCE IPANEMA,02,20230703,20230703,GO,9301
51280648,0001,1,JL PROFTNESS,02,20230703,20230703,PE,2625
51283754,0001,1,PRIMUS FITNESS,02,20230704,20230704,MA,0713
33204186,0002,2,,02,20230704,20230704,SP,6231
51299316,0001,1,BLACKFITNESS ACADEMIA,02,20230705,20230705,PA,0523
51299773,0001,1,SPARTAN GYM,02,20230705,20230705,PA,0529
51300550,0001,1,ACADEMIA MARY FITNESS,02,20230705,20230705,BA,3353
51304080,0001,1,PERFORMANCE ACADEMIA,08,20240812,20230705,PE,2511
51315454,0001,1,CENTRO DE TREINAMENTO RA,04,20260608,20230705,BA,3597
51325542,0001,1,,08,20260312,20230706,MG,5403
51326092,0001,1,ACADEMIA GAVIOES,02,20230706,20230706,SP,7107
30287406,0019,2,,02,20230706,20230706,DF,9701
51339193,0001,1,,02,20230707,20230707,RJ,6001
51341744,0001,1,JA JIUJITSU ESCOLA DE ARTES MARCIAIS PINHEIRA SC,02,20230707,20230707,SC,8233
51343852,0001,1,MSG SAUDE FISICA,02,20230707,20230707,PR,7919
51355457,0001,1,,02,20230710,20230710,AM,0255
51357053,0001,1,RTRAINERS,02,20230710,20230710,DF,9701
51358264,0001,1,,02,20230710,20230710,CE,1411
51364029,0001,1,O GINASIO,08,20250310,20230710,RS,8801
51368408,0001,1,LT CONSULTORIA FITNESS,02,20230710,20230710,AL,2785
51371364,0001,1,BOX LEGION,02,20230711,20230711,PR,0870
51372226,0001,1,TRANSFORME FISIO PILATES,02,20230711,20230711,BA,3849
51373031,0001,1,EQUILIBRIUM CROSS TRAINING,02,20230711,20230711,BA,3567
51375906,0001,1,STUDIO MORUMBI,02,20230711,20230711,SP,7107
51381823,0001,1,,02,20230711,20230711,SP,6249
51390083,0001,1,SKYFIT,02,20230712,20230712,CE,1585
51397505,0001,1,KATRISZ-GYM,02,20230712,20230712,PB,2151
51404761,0001,1,HARDFIT ACADEMIA,02,20230713,20230713,SP,6713
51407110,0001,1,CORDEL PILATES TRADICIONAL,02,20230713,20230713,PB,2051
14245813,0002,2,,02,20230714,20230714,RS,8801
51440878,0001,1,FIT FORCE STUDIO PERSONAL,02,20230717,20230717,MS,9051
51445665,0001,1,OLYMPIAN GYM,02,20230717,20230717,RS,8825
51450019,0001,1,ESTETIK GYM,02,20230717,20230717,CE,1559
44656127,0001,1,ITZ PERSONAL STUDIO,02,20211221,20211221,PB,1975
51462365,0001,1,,02,20230718,20230718,CE,1389
51468456,0001,1,STUDIO BEM ESTAR PILATES E FISIOTERAPIA,02,20230718,20230718,MG,5091
51469937,0001,1,VITALITY,02,20230718,20230718,RN,1661
51490011,0001,1,DAYPERSONAL,02,20230719,20230719,SC,8047
51490436,0001,1,REGYS LOUZADA HEALTH & RUNNING LTDA,02,20230720,20230720,RJ,5865
51491438,0001,1,,02,20230720,20230720,ES,5657
51495400,0001,1,STUDIO MAROMBA,02,20230720,20230720,MA,0809
51506196,0001,1,LU BRITO PERSONAL,08,20240409,20230721,BA,3957
51506252,0001,1,CROSSFIT CONTAGEM,02,20230721,20230721,MG,4371
51509143,0001,1,MOOVEFIT,02,20230721,20230721,ES,5627
51513460,0001,1,CENTRO DE TREINAMENTO ELITE CROSS,02,20230721,20230721,PA,0589
51524768,0001,1,BLACKFIT STUDIO,02,20230723,20230723,MA,0849
51529305,0001,1,UMOVE,08,20250523,20230724,PE,2419
51531037,0001,1,DYNAMIC FIT,02,20230724,20230724,MT,9779
51536756,0001,1,STUDIO PILATES ADRIANA RODRIGUES MASCOTE,02,20230724,20230724,SP,7107
51550845,0001,1,MATEUS LIMA PERSONAL TRAINER LTDA,02,20230725,20230725,MG,4123
51193215,0001,1,MARCELO ROSA,02,20230626,20230626,SP,7121
51560499,0001,1,AM STUDIO FITNESS,04,20260611,20230726,AP,0605
51564956,0001,1,ACADEMIA BIOCORPUS,08,20260219,20230726,MG,5415
51569257,0001,1,TEAM MINEIRO FREGUESIA DO O,02,20230726,20230726,SP,7107
51583399,0001,1,MK EVENTOS ESPORTIVOS,08,20250523,20230727,SP,7145
51588058,0001,1,FORTE CT - CENTRO DE TREINAMENTO FUNCIONAL,08,20241018,20230727,RS,8801
51599168,0001,1,,02,20230728,20230728,MG,4387
30287406,0020,2,BLUEFIT,08,20230914,20230728,DF,9701
51602610,0001,1,ACADEMIA MUDANCA,02,20230728,20230728,RS,8801
51604641,0001,1,,02,20230728,20230728,MG,4123
51622724,0001,1,STUDIO FORMA,02,20230731,20230731,SC,8265
48992284,0003,2,CENTRO DE TREINAMENTO F SANTOS,02,20230802,20230802,PE,2627
51650305,0001,1,STUDIO VOLL,02,20230802,20230802,SP,7107
51653084,0001,1,CENTRO DE TREINAMENTO ZOE,02,20230802,20230802,SP,6311
51660591,0001,1,APOEMA CROSSCLUB,02,20230802,20230802,BA,3685
51660841,0001,1,GRAZY SOARES FITNESS,02,20230802,20230802,SP,6213
30866600,0002,2,STUDIO FITMAIS,02,20231219,20231219,RS,1020
51669076,0001,1,,02,20230803,20230803,PB,2143
51670345,0001,1,,02,20230803,20230803,MG,4647
51675476,0001,1,FIT BOX ACADEMIA,04,20260608,20230803,GO,9301
36507203,0002,2,PLAY FITNESS CENTER,08,20250730,20230803,SC,5555
51683021,0001,1,,02,20230803,20230803,MA,0953
51684653,0001,1,CT SPARTA,02,20230804,20230804,MG,4419
51686148,0001,1,IRON PLACE,02,20230804,20230804,ES,5625
51695624,0001,1,GO MENTE E CORPO FITNESS,02,20230804,20230804,BA,3685
51539050,0001,1,STUDIO DE PILATES GISELLE MOURA,02,20230724,20230724,AM,0255
51704783,0001,1,PROFIT ACADEMIA,02,20230806,20230806,PA,0443
51716489,0001,1,POWER HOUSE GYM,02,20230807,20230807,CE,1389
51724861,0001,1,STRONGER FITNESS,02,20230808,20230808,BA,3539
51725606,0001,1,,02,20230808,20230808,RS,8585
45256917,0001,1,CT GYM FIGHT CLUB,02,20220211,20220211,SC,8325
51731316,0001,1,PERFORMANCE ACADEMIA,02,20230808,20230808,SC,8161
51734453,0001,1,ACADEMIA 4K,02,20230808,20230808,PA,0559
51746768,0001,1,SMARTFIT CENTRAL PLAZA,02,20230809,20230809,SP,7107
25753589,0002,2,STUDIO ONE MN,02,20230809,20230809,AP,0605
51750328,0001,1,,02,20230809,20230809,SP,7183
51758492,0001,1,SELFIT TAUA,02,20230810,20230810,CE,1567
49865178,0001,1,LIFE FITNESS,02,20230309,20230309,MG,4133
51763675,0001,1,RANGEL PERSONAL STUDIO,02,20230810,20230810,ES,5623
51767095,0001,1,,02,20230810,20230810,RS,8841
51771297,0001,1,R FIT ACADEMIA,02,20230810,20230810,MG,5237
51774825,0001,1,MATHEUS GUASSI FISIOTERAPEUTA,08,20240311,20230811,SP,7107
51775269,0001,1,STUDIOS DE PILATES CHRIS ALMEIDA,02,20230811,20230811,RJ,5863
51778917,0001,1,ORANGE OFFICE,02,20230811,20230811,RJ,5877
51784690,0001,1,,02,20230811,20230811,SP,6291
51785671,0001,1,,02,20230811,20230811,SP,6713
51794500,0001,1,RITMOS PRIME,02,20230814,20230814,BA,3313
51794867,0001,1,,02,20230814,20230814,CE,1585
51795512,0001,1,VITAL FIT ACADEMIA,02,20230814,20230814,SP,6669
51796017,0001,1,ITS FIT,02,20230814,20230814,GO,9373
51804547,0001,1,ACADEMIA CORPO & SAUDE II,02,20230814,20230814,MG,4267
51806548,0001,1,MOVEE.ME,02,20230814,20230814,SC,8163
51816644,0001,1,CROSSFIT BIO MANIA,08,20240527,20230815,SP,6551
51819022,0001,1,EQUILIBRIA STUDIO DE PILATES,02,20230815,20230815,BA,3849
51824916,0001,1,,02,20230816,20230816,SP,7099
51394106,0001,1,GERS VIDATIVA,02,20230712,20230712,PE,2335
00318069,0043,2,,02,20230816,20230816,DF,9701
51826434,0001,1,,02,20230816,20230816,RS,8541
51836775,0001,1,ACADEMIA FITNESS,02,20230816,20230816,PR,7457
51839420,0001,1,CORPOREAFISIO,02,20230816,20230816,PA,0040
51841925,0001,1,INSTITUTO BELOZO,02,20230817,20230817,SP,7149
51851349,0001,1,,02,20230817,20230817,SP,7107
51859485,0001,1,ACADEMIA NOVO EU,02,20230818,20230818,MG,2659
51863071,0001,1,,02,20230818,20230818,SP,7107
51880077,0001,1,VIBE FITNESS,02,20230821,20230821,MG,4709
51880827,0001,1,TEAM CASTRO,02,20230821,20230821,MG,4197
51881981,0001,1,FIT STUDIO,02,20230821,20230821,MG,4889
51882479,0001,1,FLUIR PILATES E TREINO FUNCIONAL,02,20230821,20230821,MT,8985
51883372,0001,1,BARE FITNESS,02,20230821,20230821,SP,7115
45615436,0001,1,ACADEMIA MVC,02,20220311,20220311,PA,0491
51893108,0001,1,RENOVA FIT ACADEMIA,02,20230821,20230821,PA,0517
51894389,0001,1,STUDIO DE PILATES MONICA DUARTE,02,20230821,20230821,MA,0947
51897310,0001,1,BLESSED CROSS PILATES LTDA,02,20230822,20230822,SP,6713
51902870,0001,1,NEXO TREINAMENTO PERSONALIZADO,02,20230822,20230822,SC,8081
27553336,0002,2,,02,20230822,20230822,MG,4847
51911788,0001,1,SALAZAR FITNESS,02,20230822,20230822,SP,7107
51911952,0001,1,NT PILATES,08,20240801,20230822,SC,8327
51912815,0001,1,AQUA SPORTS,02,20230822,20230822,DF,9701
51923422,0001,1,ALLBODY - CROSS TRAINING E MUSCULACAO,02,20230823,20230823,SP,6827
51926391,0001,1,ACADEMIA EXCLUSIVE FITNESS,02,20230823,20230823,CE,1465
51926875,0001,1,STUDIO RAFAEL ANDRADE FUNCIONAL E PERFORMANCE,02,20230823,20230823,MG,4371
51931881,0001,1,,02,20230824,20230824,MG,5397
48959469,0003,2,MAXFORMA PRIME ACADEMIAS,02,20230824,20230824,CE,1389
51932375,0001,1,C.T. PAKA MARQUES,02,20230824,20230824,SC,8081
51932546,0001,1,SOUL FITNESS,02,20230824,20230824,RJ,5887
51937251,0001,1,,02,20230824,20230824,SP,6589
51941933,0001,1,STUDIO SER,02,20230824,20230824,MS,9051
51946482,0001,1,ACADEMIA ACTION FITNESS,02,20230824,20230824,AM,0255
51949197,0001,1,CT STORGE,02,20230825,20230825,RJ,6001
51954108,0001,1,ANDRESA DE MELO MACEDO,02,20230825,20230825,RJ,6001
51959032,0001,1,ACADEMIA XTREME EVOLUTION,02,20230825,20230825,MG,4491
51959357,0001,1,,02,20230825,20230825,RS,8785
51971870,0001,1,BIOCORE,02,20230828,20230828,RS,8901
51972779,0001,1,GYM FIT CAJUEIRO,02,20230828,20230828,PE,2531
49427884,0001,1,CF ZION,02,20230201,20230201,RJ,5863
51981365,0001,1,KALABOUCO,08,20260211,20230828,PA,0427
51982038,0001,1,SPLIT GINASTICA ARTISTICA,02,20230828,20230828,GO,9227
51983101,0001,1,PIRES DO RIO,02,20230828,20230828,SP,7107
36120447,0002,2,STUDIO GIROCITY / PERSONALIZADO PREMIUM,02,20260602,20230828,SP,7033
51988845,0001,1,NEW ERA CT,08,20230911,20230829,PA,0411
44835517,0002,2,ACADEMIA + SAUDE,08,20250218,20230829,AP,0605
51991629,0001,1,VOLTFIT ACADEMIA,08,20241216,20230829,SP,6125
51997519,0001,1,GERACAO GYM,02,20230829,20230829,CE,1321
51999212,0001,1,,02,20230829,20230829,RS,8521
51999926,0001,1,,02,20230829,20230829,SP,7107
52012532,0001,1,ACADEMIA PRATIQUE FITNESS,02,20230830,20230830,SC,8327
52020881,0001,1,ION STUDIOS DE PILATES,02,20230831,20230831,SP,6789
52024646,0001,1,,02,20230831,20230831,MG,4123
52025838,0001,1,,02,20230831,20230831,RJ,6001
52027211,0001,1,HIT HAUS,02,20230831,20230831,DF,9701
52030265,0001,1,CT EVOLUTION FITNESS,02,20230831,20230831,PI,2271
52037880,0001,1,,02,20230901,20230901,MG,4123
52040291,0001,1,,02,20230901,20230901,RJ,6001
52040339,0001,1,ACADEMIA DA SHEILA,02,20230901,20230901,MG,2677
